reviewId,content,score,label
fd212db8-ac94-4b33-9321-5e123f8686cd,"Saya suka dengan aplikasi ini, benar- benar memudahkan untuk transfet antar bank. Karena gratis. Tapi sekarang saya malah kesulitan menggunakan aplikasi ini, karena untuk masuk , perlu email dan password . Padahal passwordnya saya sudah lupa. Bagaimana ini, padahal tadi saya mau tramsfer ke BRI , akhirnya saya pake Blu dan ada biaya admin",3,negatif
b8cc5911-6498-4448-8a12-184b444162fc,"Halo.. saya pengguna lama , dari tahun 2019. Awalnya saya sangat bersyukur dengan adanya apk flip ini. Krn sangat membantu Tetapi untuk akhir2 ini selalu gangguan sistem bank Sudah 2x terjadi transaksi diproses . Tp dana belum sampai ke penerima . Diterima kisaran 3-4 hari Sedangkan kita butuhnya pada hari itu juga . Semoga kedepannya lebih baik .. nanti bintangnya ditambahin lagi setelah lebih baik Trims",3,positif
5132d329-c7ca-44a0-9975-750c161558e3,"Sejak tgl 10 juni 2022 saya transaksi flip ke btn status masih proses terus, lalu saya coba ajukan refund pun tidak bisa . Gmna ini solusinya mhon perhatiannya , sudah ajukan email tp belum ada respon!",3,negatif
1d926f7b-902d-4f21-9858-554947e5ab3a,Sekarang lbh ribet kl mau validasi status transfer. Sblm nya kl kita transfer ke rek flip tinggal klik saya sudah transfer...tp skrg tdk ada menu itu....ada nya menu perbarui status... Bolak balik di klik suruh pastikan anda sudah transfer ke rek flip... Sampai gagal transfer 2 x..,3,negatif
578e21b8-85f6-43b7-9ee7-b98096581a8f,"Aplikasi nya bagus sih cuman sayang fitur print nya gak ada,,, biar orang bisa ada bukti sah transaksi jadi gak ada,,, saya kasih bintang 3 dulu yahh kak kalau udah ada fitur print nanti di kasih bintang 5",3,positif
fde385c7-055e-43b3-b728-9e163c8d87ec,Sdh 1 bln ini transfer via flip bolak balik gagal sistem trs. Walaupun bs diajukan refund tp jd wasting time. Biasanya ada 3 kode unik dibelakang. Tp sdh 1 bln trahir tdk pernah muncul kodenya. Hanya sejumlah nominal asli yg akan di trf saja. Saya perhatikan kalo tdk muncul kode unik transaksi pasti nyangkut dan berujung gagal sistem lalu refund. Knp ya?? Apa karna saya slalu pake bank sumber dana yg sama atau krna hal lain apa? Tolong dibantu ya flip,3,negatif
aaab40ed-d515-49f0-a048-4f906af5d095,"Akhir akhir ini flip tidak bisa untuk transaksi transfer atau kirim ewallet. Internet hp saya lancar, browsing lancar, buka aplikasi flip saat klik menu2nya lancar, tetapi saat klik menu transfer selalu ada notifikasi: koneksi tdk stabil, pastikan jaringan internet kakak lancar. Gak tau kenapa, akhirnya gak bisa transfer. Sudah coba ganti koneksi dari wifi indihome sama kuota hp sama saja",2,negatif
c8af2c5b-6aab-4f52-beb4-47650d789a03,"Untuk update yang sekarang kurang puas, transaksi instan dibatasi hanya 15 kali/ bulan dan jika sudah melebihi limit dihadapkan pada 2 transaksi. Bisa free biaya menunggu+-25 menit dan jika seperti biasa fee 900/transaksi. Untuk yang mungkin bisa dipangkas lagi waktunya sekitar 10-15 menit saja",3,positif
ba5cf377-f5e8-4619-a76d-e296381c3792,"Mohon maaf kenapa flip jadi lambat sekali ya? Dan kenapa erorr terus setiap mau transaksi, jadi tidak bisa digunakan. Terjadi setelah update jadi ada saldonya gitu. Terima kasih",3,negatif
889d5a83-261d-497c-82c6-e130a99f6fb3,"Awalnya saya pakai untuk transfer lancar tapi kenapa pas saya topup saldi aplikasi tidak bisa dibuka bagaimana ini dana saya ada disaldo mohon penjelasannya, mau masuk lagi ke aplikasi tidak bisa saya uninstal terus instal ulang tetep aplikasi tidak bisa dibuka",3,negatif
88aa5952-f887-4fef-8499-e1884a6de451,Ada apa dgn flip kak ðŸ˜­ ... Hampir 3 tahun setia dgn flip ... Kemarin masih bisa buat transfer ... Sekarang kok gangguan .. tiap mau buka flip gak bisa dan muncul tulisa provider internet yg di gunakan tidak dapat terhubung ke flip. Klik tombol bantuan juga gak bisa ... Perlu bgt buat transfer ... Mohon segera di perbaiki,2,negatif
9f395fba-bdec-4242-a450-fe7b8fe84b05,Aplikasi membantu...tpi klo buka flip lemot padahal hp dan sinyal tidak ada masalah. Untuk transfer dari mandiri virtual acaunt belum bisa,3,negatif
0211be48-b06f-4df9-8612-00a716809172,Aplikasi bermanfaat namun batas transfer gratis hanya 5jt/hari.. selebihnya dikenakan 2.500/trx.. sekarang pakai banking trf mode BI Fast juga segitu biayanya.. Untuk Flip andai di tingkatkan lagi limit transfernya hingga 50jt/hari.. Saya Yakin Flip makin luas biasa,3,positif
02afc42d-cc39-4c9d-8aa8-37abd0a3c2fc,"Dear flip,saya menggunakan flip dari pertamakali saya pake sampe sekarang,bahwasannya app flip tidak ada perobahan kualitas di dalam app tersebut.karna dari awal buka app sampe transaksi selesai itu membutuhkan waktu sangat lama -+5-10mnt,karna di setiap klik menu lodingnya sangat lama.tolong di perbaiki lagi karna app lain sangat bagus dan cepat contohnya app oi indonesia.tks.",3,negatif
79a8a3a9-2fb3-442a-97eb-e7a47ea09fcb,"Aplikasi bagus dapat membantu segala transaksi namun masih ada yang perlu disempurnakan bahwa tidak bisa merubah harga jual pada struk dan tidak dapat cetak struk melalui printer thermal (blutooth), mohon untuk diperhatikan dan segera diperbaiki sehingga saya bisa edit/ ubah harga jual dan cetak struk. Mantap Jiwa.. Bravo, Flip ðŸ‘",2,positif
56d296b1-0aeb-4061-bc0f-3db7b0943811,"Verifikasi gagal karena foto kurang jelas. Tapi ketika mau verifikasi ulang dengan upload ulang berkas, tidak bisa. Tempat unggah berkas sepert sudah terkunci :(",3,negatif
a5394792-7e76-4705-8aab-df488fab5691,transfer gratis pake VA cuma bisa 3x sebulan. jadi setiap transfer harus nunggu sampai 10 menitan sampai selesai. meskipun udah verif acc. sayang banget padahal udah enak pake flip.,3,negatif
a5b05954-8277-4446-a5d6-1f35d9b72075,"Jujur versi lama lebih nyaman makenya, kalo dulu riwayat transaksi bisa dipake ulang unt melakukan transaksi yg sama, kalo yg skr gak bisa , lebih nyaman make versi lama",3,negatif
aa0f9cdc-ad59-4e5c-b170-057904fa7472,"Saran : untuk transfer uang ke luar negeri, bukti transfer hanya berbentuk mata uang luar negeri. Sebaiknya uang IDR juga tertera pada bukti transaksi dalam IDR, Jika saya ingin mengetahui berapa nilai nominal IDR, saya terpaksa lihat mutasi dibuku rekening...",3,positif
2093a7bb-546d-470b-af2f-519fb8ac3004,"Dulu seneng banget pake flip, beneran gratis dan cepat langsung proses, sangat membantu. Tapi kecewa banget sekarang harus bayar rp900 untuk yg cepat, padahal di butuhan untuk transaksi jual beli yg cepat, padahal banyak transaksi nya, kalo ga gratis apa beda nya sama aplikasi sebelah",3,negatif
38198de4-e3c6-4b8b-9f19-b4ed6b577894,"Saya pribadi user aplikasi flip tiap hari karena sangat membantu dan memudahkan transaksi. Tapi kenapa flip sekarang ketika udah transaksi 15X dalam 1 bulan, pas mau transaksi lagi harus nunggu 25 menit biar gratis, kalau 10 menit harus berbayar. Semoga kedepannya bisa di ubah lagi system nya untuk kenyamanan pengguna flip",4,positif
f14f0a51-05a3-498e-90f4-c07b4d881c5a,"Diawal sangat menghemat biaya transaksi antar bank, mudah dan cepat sampai ke rekening tujuan. Tp skrg kl sdh lebih limt 5 juta biayanya sama saja dgn bank. Dan yg gratis(ga sepenuhnya gratis krn kode angka dibelakangnya jg dibebankan) waktu tunggunya jd lumayan lama",4,negatif
ad31bb44-ae2b-44b3-a07b-50fb70b84c45,"Dulu suka bngt sama flip. Tp knp skrg biayanya jd makin besar. Dlu2 trf kode digitnya gak sama ribuan. 100rb trf skrg kode uniknya 4500, dlu pdhl gak ada 100 gak sesuai sama iklannya",3,negatif
93e7cb74-1050-4bf6-941e-75e757e5fcd1,"Kenapa sy tdk bisa transfer pake saldo flip, setiap mau transaksi selalu diarahkan transfer ke flip tuk di sampaikan ke tujuan, mohon penjelasan, klu mau diupdate sy tdk menemukan upadate di playstor disitu pilihan BUKA saja",3,negatif
d158610a-c4ee-498f-9e53-83f13dec052c,"Akhir2 ini flip tdk bs untuk transaksi transfer, internet hp sy lancar, browsing lancar, buka aplikasi flip saat buka menu2 lancar, tetapi saat klik menu transfer dan pilih no rekening tujuan selalu ada notifikasi koneksi tdk stabil pastikan jaringan internet kakak lancar. Akhirnya gak bs transfer pdhl selama ini sy lancar2 saja melakukan transfer antar bank melalui flip. Sudh coba ganti koneksi dari wifi first media ke kuota hp sama saja.",2,negatif
4b66c215-ced4-4f22-b1fa-eb895108c5f8,Agak sedikit kecewa dengan jaringan flip Karena saya buka semua aplikasi berbayar itu lancar namun pada saat buka flip dan ada perlu untuk cepat tidak bisa alasanya jaringan lambat padahal kalau untuk buka YouTube jaringan sampe 1 mbps,3,negatif
6b2e4c74-ed48-4ef4-9141-f51229a13bf9,"Awalnya pake flip tuh ngebantu banget, transaksi transfer berjalan lancar, loh kok anehnya pas hari ini aku transfer gagal terus, notifikasinya bilang ""nomor rekening tidak terdaftar"" saya ulangi lagi, tetep sama. Pas cek saldo, saldonya kepotong. Duitnya ga ke kirim, saldonya kepotong. Itu gimana pertanggung jawabannya??! Ngehubungi CS nya, lama bgt respondnya. Kesel",2,negatif
07525a15-79d1-4b0c-92a6-f1862196f41d,"Saya pelanggan setia flip selama ini. Akan tetapi setelah ada pembaharuan dari fitur flip, kenapa tranfer uang menjadi lama sekali, dan saat ini flip lagi error atau bagaimana. Transferan saya belum terkirim, dan dibatalkan malah tidak bisa. Klik bantuan juga tidak muncul. Bagaimana ini admin?",4,negatif
0187411b-ec52-4694-9a23-e6bd26023255,Keren bgt sih. Sangat membantu. Tp sayang sekali akhir2 ini sering pemeliharaan dan makin lola. Agak kecewa:(( Padahal dulu sblm terkenal bagus bgt nih aplikasi. Semoga bisa kembali lancar seperti dulu,3,negatif
4fdf9d5e-29c2-4d24-9b5a-0d34854af32c,"Tetiba tidak bisa dibuka, provider tidak terhubung, padahal buka aplikasi lain bagus2 aja, pke telkomsel, pke indosat juga tidak mau,udah up date apk restart juga tidak mau, padahal sehari2 transaksi pke aplikasi ini,",3,negatif
c6e281a5-6b90-49ec-8e23-732494e144c4,Semenjak di update tampilan aplikasinya memang lebih bagus. Hanya sayangnya lebih berat. Jadi lemot sekali kalau harus tf ke banyak tujuan. Sedangkan di ponsel suami juga ada akun flip yg belum update malah ringan sekali tidak lemot samasekali.,3,negatif
40c78b51-d63d-48e9-a727-6dbac5252346,"Hallo, Flip. Honestly, Flip ini sangat membantu dan lagi membuat kita lebih hemat dengan gratisnya transaksi antar bank atau e-wallet. Namun, saran saya seharusnya saldo Flip bisa digunakan langsung untuk transfer, saya biasanya melakukan top up dan menyimpan saldo di Flip namun ternyata saat mau ditransfer itu tidak bisa. Melainkan harus tarik koin dulu baru melakukan transfer. Sedangkan tarik koin pun hanya bisa 1x sehari. Semoga sarannya diterima ya, thanks :)",3,positif
5c59b103-99ff-4d54-ad8e-73904d36abe3,"Respon keluhannya lumayan lama responnya udh 2hr belum ada solusi, mau ganti nomer HP saja krn nomer hp lama kartunya dah mati. Tiba2 logout jdi gak bisa login di hp dg nomor baru. Saran saja untuk kode OTP dikasih opsi kirim via email yang terdaftar juga karena kasus kayak saya ini nomer hp gak aktif susah.",3,positif
68765338-0e51-431d-8504-50c9bf63c010,Akhrinya >24 jam transaksi nyangkut. Dana sudah kembali ke koin.. semoga flip bisa improve untuk kendala seperti ini. Meskipun bukan pada area flip itu sendiri. Tapi kami harap flip lebih informatif jika ada kendala pada bank tujuan. Thanks,3,positif
56c7007e-cf4b-46cd-9906-77a0b25bb2b2,"Saldo pulsa saya belum masuk juga sudah 30 menit, saya beli pulsa 100.000 dengan harga 97.500 dengan kode unit 68 . 97.568, jadi saya transfer 100.000 karena saya salah, tapi saldo pulsa saya belum masuk juga Penipuan !!!",3,negatif
6513a228-2a55-40e9-b2ab-4dc5876e12a7,"Kecewa banget sama flip, tiba tiba terlogout udah reset pass, login langsung minta pin, toh kalo reset pass harusnya pin jg bisa reset langsung lah, karena lupa pass dan pin, jadi gk bisa memakai layanan flip, karena pas login langsung ke halaman pin, jadi gk bisa berbuat apa apa karena lupa pin! tolong di benerin tuh bossku,",3,negatif
5f300cfb-2824-43ee-a5d6-42c63b9e6c8a,"Ini aplikasinya bagus.hemat.tetapi sejak saya update aplikasi yang baru,jelekkkkkkkkkknyq minta ampun.pengirman lamaaaaa sekali.ribet sekali. Saya lebih suka Aplikasi yg lama dulu bagus,cepat dan gampang.coco Utk ut kami yg pemula yang gaptek.maaf cuma ksh 2 bintang.",2,negatif
0f439a82-45a5-4d43-8b1c-eba712b6bf17,"Saya pengguna flip, proses transaksinya lelet sekali. Mohon ditingkatkan, mau isi pulsa kalau buru2 gabisa, sempat ga keburu.",3,negatif
37199dbe-e876-45d0-8772-97f730735d3f,"Udah lumayan lama pakai flip, heran kenapa makin kesini makin ribet, koin flip gk bisa langsung pindah ke saldo dan kalau mau narik koin harus kirim ke rekening bank atas nama akun, gak bisa ats nama orang lain. Minta tolong la flip makin mempermudah kedepannya jangan tambah sulit dan dibuat ribetðŸ™",3,negatif
f7fbab03-a96b-49c8-b0b8-5a24ab16f9f6,"Pembayaran dengan virtual account BCA belum tersedia,tadi transaksi ke shopee pay via btpn lama banget verifikasi nya hampir 30 menit..sering maintenance kalo malem,jadi kalo malem gak bisa transfer dadakan. trus ditingkatkan layanannya ya kak.. Instagram nya menarik tapi yang penting isi layanan nya itu kak...",3,negatif
b3e5d2c5-57d1-431a-bd2f-bbc44bb8f09c,"Lumayan membantu tp sayang aplikasinya lemot. Dan mohon dipermudah untuk terhubung dengan customer service, misal via chat di aplikasi. Karena kalau telf mahal sekali, karena CS ngomongnya krg to do poin dan ada kalimat pengantarnya jg lmyn lama. Mksh",3,negatif
aee6e9ec-2c65-48b2-8c1a-a0287b28b46b,"Awalnya OK banget transfer bebas biaya lewat flip dan lumayan cepat, tapi sekarang agak lama waktunya. --------â€â€- Semenjak ada notif pembaharuan aplikasi relatif jauh lebih baik",3,positif
294a8bd2-b8a2-4765-9918-9171595111dd,"Sebenarnya membantu dan saya pakai sebelum2nya tdk ada masalah, namun td saya tf e-wallet gagal padahal sudah transfer dr mbanking berhasil, saya kira error dr pihak bank atau aplikasi e walletnya, tp saya coba isi saldo e wallet langsung dr mbanking berhasil. Berarti mbanking dan e walletnya tdk masalah. Sudah telpon diminta menunggu 1-5 hari. Padahal saya mau menggunakan e walletnya saat itu juga hahaha.... Baru kali ini saya ada kendala selama menggunakan flip.",3,negatif
eee6b64b-ea72-458a-9657-a17e76ed56b2,"Pengen update versi terbarunya, tp krn memori hp tak cukup, shg gagal trs update nyaðŸ˜•ðŸ˜•. Klo bs sih, versi lamanya tetap bs d gunakan dong.. Aq lbh suka pke versi yg lama.. Krn sdh terbiasa menggunakannya, dan tdk perlu kita menghapus bbrp aplikasi d hp qu lg klo mau update versi terbaru. Update versi baru bikin tambah2 memori.",4,negatif
3cf93cb6-896a-4c49-b8ae-4b2a902359cd,"Alhamdulillah aplikasi ini sangat mambantu saya khususnya untuk tetap dapat menghemat pengeluaran, untuk membeli pulsa ataupun kuota data termasuk paling murah, dan kini pun bisa transaksi 24 jam, semoga FLIP terus Konsisten menjaga kualitas dan kepuasan penggunanya dan semoga aplikasi ini terus dapat bermanfaat dan meningkatkan fitur-fitur terbaru yang dapat memanjakan penggunanya, terima kasih FLIP.... ðŸ¥°",3,positif
2eba6074-ce7a-46cb-908c-879213776860,"Pengguna Flip Harap berhati-hati saat transaksi, harus diliat mutasi rekeningnya. Kejadian saya transfer 5 Agust baru kelihatan tanggal 7 agust pas lihat dari mutasi, terdebet 2x. Walaupun bisa di Refund wajib cek mutasi. Agar tidak terjadi double debet rekening. Terima kasih",3,positif
6a584ebc-6b20-4bbc-94af-04210e92556b,"Beli pulsa gagal melulu, dananya masuk ke koin flip Pas mau dipake koin flip nya buat isi e walet atau tf krekening jga gak bisa, cuma ada pilihan trnsfer dari bank aja. Pdhal sblumny bisa isi plsa ato tf dari koin flip. Uang jadi ketahan di koin flip. Admin tlg bantu dong, karna akhir2 ini performa flip sdkit menurun yaa pdhl udah diupdate aplikasinya Tlg diperbaiki lagi yaa admin biar pengguna setia flip gak kecewa dan perpindah hati. Terima kasih",3,negatif
ec263676-93db-4d7b-b05b-1496dd2859b5,"Transaksi sy gagal akhirnya uang masuk ke koin, dan hanya bisa dicairkan di bank tertentu dengan nama sesuai nama akun. Menyulitkan sih ini masak harus buka rekening bank dulu hanya utk cairkan koinðŸ˜«. Mohon dipertimbangkanðŸ˜«ðŸ˜«, mungkin bisa ditransfer ke segala rekening atau masuk saldo. Utk pelayanan lainnya baik",3,negatif
75e55e1b-f193-4e11-a537-1f73c177025d,Sekarang jadi lelet Dulu lbh enak klo mau isi shopeepay lancar2 aja walaupun kadang agak lama di jam2 tertentu. Sekarang stlh ada fitur e-walet sdh 2x gagal kirim ya walaupun uang kembali dan bisa ditarik k rekening lagi.,3,negatif
12ad835f-fac2-4d56-9b8d-33da41ac1fd8,"Flip saya tahu2 tdk bisa diakses..alasan provider tdk bs terhubung dg flip, padahal selama ini tdk pernah ganti kartu sim dan internet ttp on. Chat dg flip, sy klik hasilnya blank putih tdk bs akses apa2... Sdh sy uninstall 2x ttp sama aja..",3,negatif
db4a3be0-f44d-4510-a536-67552da7276c,"Proses transaksinya sekarang lama banget, yang dulunya hanya 10 menit sekarang udah 25 menit dan untuk proses cepatnya 9 menin dikenakan biaya untuk transaksinya. pilihan transaksinya sekarang di jadikan 2 pilihanya, beda dengan dulu pelayanannya lebih bagus yang dulu.",3,negatif
ad4a502c-151f-45e9-8647-7b626c6185d2,"Min, kok durasinya transfernya sekarang makin lama?? Masak harus nunggu 25 menit sedangkan banyak pengguna yang terkadang kepepet pingin cepat Setidaknya dikembalikan seperti biasa atau lebih cepat lagi min",3,negatif
7210e346-d778-4a2b-86ba-3b9877944f83,"2 hari terakhir kirim bukti pembayaran gak bisa, padahal formatnya udah jpg. Akhirnya bisa tapi baru bisa pagi ini. Di e-mail juga gak menjawab (sebelumnya memang salah nominal, tapi ini udah refund baru) malah dibilang salah nominal terus, bukan menjawab masaah format ss bukti",2,negatif
283e59a0-3bb7-481c-815f-a973d5713c55,"Sekrang kok transfrny lama banget sih sampe 25 menit baru bisa... tolong dipercepat dong... Terus saldo flip itu kok kosong y padahal poin flipnya terisi, jd point filp itu tidak bisa dimanfaatkan untuk ditransfer",4,negatif
ef5132de-ec8f-4df5-a98f-2b176732bac4,Sebelumnya suka banget sama flip tapi setelah di perbaharui kok harga pulsa makin mahal? Selain itu banyak produk yang tidak bisa di beli. Kecewa,3,negatif
0a05d596-8fbe-4ba5-b538-14413f0b0ac0,"Topup/Transfer lama, ada aja kendalanya bahkan lbh dari 30mnt ga kekirim trus gagal. Untungnya bisa refund, coba kalau ga bisa refund? Tolong diperbaiki lbh baik walau nambah biaya tf 1k it's okay karna saya sring pakai buat transaksi shopee",2,negatif
